Datetime,Meter_0391,Meter_2191,Total,PV_kWh,Autocons_kWh,Export_kWh,NetGrid_kWh,Band
2024-02-01 00:00:00+01:00,0.169,0.075,0.244,0.0,0.0,0.0,0.244,F3
2024-02-01 01:00:00+01:00,0.086,0.059,0.145,0.0,0.0,0.0,0.145,F3
2024-02-01 02:00:00+01:00,0.083,0.05,0.133,0.0,0.0,0.0,0.133,F3
2024-02-01 03:00:00+01:00,0.088,0.054,0.142,0.0,0.0,0.0,0.142,F3
2024-02-01 04:00:00+01:00,0.129,0.051,0.18,0.0,0.0,0.0,0.18,F3
2024-02-01 05:00:00+01:00,0.18,0.059,0.239,0.0,0.0,0.0,0.239,F3
2024-02-01 06:00:00+01:00,0.254,0.097,0.351,0.0,0.0,0.0,0.351,F3
2024-02-01 07:00:00+01:00,0.223,0.094,0.317,0.8340599999999999,0.317,0.5170599999999999,0.0,F2
2024-02-01 08:00:00+01:00,0.142,0.09,0.232,2.29074,0.232,2.05874,0.0,F1
2024-02-01 09:00:00+01:00,0.081,0.071,0.152,3.02604,0.152,2.87404,0.0,F1
2024-02-01 10:00:00+01:00,0.092,0.08,0.172,3.2170199999999998,0.172,3.0450199999999996,0.0,F1
2024-02-01 11:00:00+01:00,0.122,0.082,0.204,4.0195799999999995,0.204,3.8155799999999993,0.0,F1
2024-02-01 12:00:00+01:00,0.122,0.085,0.207,3.8839200000000003,0.207,3.6769200000000004,0.0,F1
2024-02-01 13:00:00+01:00,0.86,0.112,0.972,3.54756,0.972,2.57556,0.0,F1
2024-02-01 14:00:00+01:00,0.547,0.138,0.685,2.77872,0.685,2.09372,0.0,F1
2024-02-01 15:00:00+01:00,0.934,0.061,0.995,1.54554,0.995,0.5505399999999999,0.0,F1
2024-02-01 16:00:00+01:00,0.082,0.053,0.135,0.0,0.0,0.0,0.135,F1
2024-02-01 17:00:00+01:00,0.094,0.17,0.264,0.0,0.0,0.0,0.264,F1
2024-02-01 18:00:00+01:00,0.736,0.088,0.824,0.0,0.0,0.0,0.824,F1
2024-02-01 19:00:00+01:00,0.805,0.074,0.879,0.0,0.0,0.0,0.879,F2
2024-02-01 20:00:00+01:00,0.384,0.333,0.717,0.0,0.0,0.0,0.717,F2
2024-02-01 21:00:00+01:00,0.355,0.088,0.443,0.0,0.0,0.0,0.443,F2
2024-02-01 22:00:00+01:00,0.288,0.046,0.334,0.0,0.0,0.0,0.334,F2
2024-02-01 23:00:00+01:00,0.237,0.081,0.318,0.0,0.0,0.0,0.318,F3
2024-02-02 00:00:00+01:00,0.182,0.068,0.25,0.0,0.0,0.0,0.25,F3
2024-02-02 01:00:00+01:00,0.14,0.059,0.199,0.0,0.0,0.0,0.199,F3
2024-02-02 02:00:00+01:00,0.093,0.062,0.155,0.0,0.0,0.0,0.155,F3
2024-02-02 03:00:00+01:00,0.089,0.052,0.141,0.0,0.0,0.0,0.141,F3
2024-02-02 04:00:00+01:00,0.081,0.049,0.13,0.0,0.0,0.0,0.13,F3
2024-02-02 05:00:00+01:00,0.169,0.058,0.227,0.0,0.0,0.0,0.227,F3
2024-02-02 06:00:00+01:00,0.254,0.085,0.339,0.0,0.0,0.0,0.339,F3
2024-02-02 07:00:00+01:00,0.306,0.086,0.392,0.47454,0.392,0.08254,0.0,F2
2024-02-02 08:00:00+01:00,0.09,0.063,0.153,2.4122399999999997,0.153,2.2592399999999997,0.0,F1
2024-02-02 09:00:00+01:00,0.079,0.163,0.242,3.36618,0.242,3.12418,0.0,F1
2024-02-02 10:00:00+01:00,0.087,0.083,0.17,3.94698,0.17,3.77698,0.0,F1
2024-02-02 11:00:00+01:00,0.096,0.08,0.176,4.10694,0.176,3.9309399999999997,0.0,F1
2024-02-02 12:00:00+01:00,0.181,0.058,0.239,3.94272,0.239,3.70372,0.0,F1
2024-02-02 13:00:00+01:00,0.244,0.069,0.313,3.57432,0.313,3.26132,0.0,F1
2024-02-02 14:00:00+01:00,0.213,0.142,0.355,2.8128,0.355,2.4578,0.0,F1
2024-02-02 15:00:00+01:00,0.126,0.072,0.198,1.65882,0.198,1.46082,0.0,F1
2024-02-02 16:00:00+01:00,0.25,0.082,0.332,0.0,0.0,0.0,0.332,F1
2024-02-02 17:00:00+01:00,0.623,0.082,0.705,0.0,0.0,0.0,0.705,F1
2024-02-02 18:00:00+01:00,0.483,0.118,0.601,0.0,0.0,0.0,0.601,F1
2024-02-02 19:00:00+01:00,0.191,0.658,0.849,0.0,0.0,0.0,0.849,F2
2024-02-02 20:00:00+01:00,0.183,0.072,0.255,0.0,0.0,0.0,0.255,F2
2024-02-02 21:00:00+01:00,0.253,0.059,0.312,0.0,0.0,0.0,0.312,F2
2024-02-02 22:00:00+01:00,0.252,0.119,0.371,0.0,0.0,0.0,0.371,F2
2024-02-02 23:00:00+01:00,0.192,0.108,0.3,0.0,0.0,0.0,0.3,F3
2024-02-03 00:00:00+01:00,0.109,0.123,0.232,0.0,0.0,0.0,0.232,F3
2024-02-03 01:00:00+01:00,0.085,0.084,0.169,0.0,0.0,0.0,0.169,F3
2024-02-03 02:00:00+01:00,0.1,0.063,0.163,0.0,0.0,0.0,0.163,F3
2024-02-03 03:00:00+01:00,0.185,0.062,0.247,0.0,0.0,0.0,0.247,F3
2024-02-03 04:00:00+01:00,0.178,0.069,0.247,0.0,0.0,0.0,0.247,F3
2024-02-03 05:00:00+01:00,0.126,0.049,0.175,0.0,0.0,0.0,0.175,F3
2024-02-03 06:00:00+01:00,0.163,0.064,0.227,0.0,0.0,0.0,0.227,F3
2024-02-03 07:00:00+01:00,0.187,0.091,0.278,0.08070000000000001,0.08070000000000001,0.0,0.19730000000000003,F2
2024-02-03 08:00:00+01:00,0.076,0.132,0.208,0.37607999999999997,0.208,0.16807999999999998,0.0,F2
2024-02-03 09:00:00+01:00,0.185,1.207,1.392,1.05504,1.05504,0.0,0.3369599999999999,F2
2024-02-03 10:00:00+01:00,0.257,0.156,0.413,0.44057999999999997,0.413,0.027579999999999993,0.0,F2
2024-02-03 11:00:00+01:00,0.526,0.162,0.688,1.58952,0.688,0.9015200000000001,0.0,F2
2024-02-03 12:00:00+01:00,0.243,0.207,0.45,2.7727199999999996,0.45,2.3227199999999995,0.0,F2
2024-02-03 13:00:00+01:00,0.181,0.086,0.267,3.21258,0.267,2.94558,0.0,F2
2024-02-03 14:00:00+01:00,0.219,0.12,0.339,2.73108,0.339,2.39208,0.0,F2
2024-02-03 15:00:00+01:00,0.815,0.062,0.877,1.56276,0.877,0.6857599999999999,0.0,F2
2024-02-03 16:00:00+01:00,0.517,0.375,0.892,0.0,0.0,0.0,0.892,F2
2024-02-03 17:00:00+01:00,0.952,0.575,1.527,0.0,0.0,0.0,1.527,F2
2024-02-03 18:00:00+01:00,0.267,0.559,0.826,0.0,0.0,0.0,0.826,F2
2024-02-03 19:00:00+01:00,0.151,0.55,0.701,0.0,0.0,0.0,0.701,F2
2024-02-03 20:00:00+01:00,0.373,0.145,0.518,0.0,0.0,0.0,0.518,F2
2024-02-03 21:00:00+01:00,0.38,0.065,0.445,0.0,0.0,0.0,0.445,F2
2024-02-03 22:00:00+01:00,0.356,0.051,0.407,0.0,0.0,0.0,0.407,F2
2024-02-03 23:00:00+01:00,0.23,0.042,0.272,0.0,0.0,0.0,0.272,F3
2024-02-04 00:00:00+01:00,0.145,0.057,0.202,0.0,0.0,0.0,0.202,F3
2024-02-04 01:00:00+01:00,0.138,0.066,0.204,0.0,0.0,0.0,0.204,F3
2024-02-04 02:00:00+01:00,0.138,0.072,0.21,0.0,0.0,0.0,0.21,F3
2024-02-04 03:00:00+01:00,0.2,0.062,0.262,0.0,0.0,0.0,0.262,F3
2024-02-04 04:00:00+01:00,0.225,0.063,0.288,0.0,0.0,0.0,0.288,F3
2024-02-04 05:00:00+01:00,0.216,0.055,0.271,0.0,0.0,0.0,0.271,F3
2024-02-04 06:00:00+01:00,0.182,0.055,0.237,0.0,0.0,0.0,0.237,F3
2024-02-04 07:00:00+01:00,0.237,0.544,0.781,0.58338,0.58338,0.0,0.19762000000000002,F3
2024-02-04 08:00:00+01:00,0.143,0.449,0.592,1.85244,0.592,1.26044,0.0,F3
2024-02-04 09:00:00+01:00,0.124,0.097,0.221,1.5804,0.221,1.3594,0.0,F3
2024-02-04 10:00:00+01:00,0.123,0.408,0.531,3.65652,0.531,3.12552,0.0,F3
2024-02-04 11:00:00+01:00,0.21,0.255,0.465,3.80214,0.465,3.33714,0.0,F3
2024-02-04 12:00:00+01:00,0.91,0.751,1.661,3.73212,1.661,2.07112,0.0,F3
2024-02-04 13:00:00+01:00,0.241,0.137,0.378,3.4278000000000004,0.378,3.0498000000000003,0.0,F3
2024-02-04 14:00:00+01:00,0.186,0.065,0.251,2.80932,0.251,2.55832,0.0,F3
2024-02-04 15:00:00+01:00,0.215,0.085,0.3,1.46466,0.3,1.16466,0.0,F3
2024-02-04 16:00:00+01:00,0.246,0.106,0.352,0.0,0.0,0.0,0.352,F3
2024-02-04 17:00:00+01:00,0.253,0.211,0.464,0.0,0.0,0.0,0.464,F3
2024-02-04 18:00:00+01:00,0.232,0.593,0.825,0.0,0.0,0.0,0.825,F3
2024-02-04 19:00:00+01:00,0.219,0.75,0.969,0.0,0.0,0.0,0.969,F3
2024-02-04 20:00:00+01:00,0.618,0.352,0.97,0.0,0.0,0.0,0.97,F3
2024-02-04 21:00:00+01:00,0.476,0.257,0.733,0.0,0.0,0.0,0.733,F3
2024-02-04 22:00:00+01:00,0.416,0.236,0.652,0.0,0.0,0.0,0.652,F3
2024-02-04 23:00:00+01:00,0.27,0.093,0.363,0.0,0.0,0.0,0.363,F3
2024-02-05 00:00:00+01:00,0.215,0.083,0.298,0.0,0.0,0.0,0.298,F3
2024-02-05 01:00:00+01:00,0.151,0.067,0.218,0.0,0.0,0.0,0.218,F3
2024-02-05 02:00:00+01:00,0.085,0.056,0.141,0.0,0.0,0.0,0.141,F3
2024-02-05 03:00:00+01:00,0.141,0.067,0.208,0.0,0.0,0.0,0.208,F3
2024-02-05 04:00:00+01:00,0.177,0.059,0.236,0.0,0.0,0.0,0.236,F3
2024-02-05 05:00:00+01:00,0.149,0.059,0.208,0.0,0.0,0.0,0.208,F3
2024-02-05 06:00:00+01:00,0.157,0.085,0.242,0.0,0.0,0.0,0.242,F3
2024-02-05 07:00:00+01:00,0.177,0.099,0.276,0.92034,0.276,0.64434,0.0,F2
2024-02-05 08:00:00+01:00,0.059,0.078,0.137,1.1945999999999999,0.137,1.0575999999999999,0.0,F1
2024-02-05 09:00:00+01:00,0.112,0.082,0.194,3.35316,0.194,3.15916,0.0,F1
2024-02-05 10:00:00+01:00,0.153,0.081,0.234,3.83652,0.234,3.60252,0.0,F1
2024-02-05 11:00:00+01:00,0.159,0.098,0.257,2.2098,0.257,1.9527999999999999,0.0,F1
2024-02-05 12:00:00+01:00,0.193,0.049,0.242,0.7467,0.242,0.5047,0.0,F1
2024-02-05 13:00:00+01:00,0.582,0.089,0.671,0.98148,0.671,0.31048,0.0,F1
2024-02-05 14:00:00+01:00,0.423,0.092,0.515,0.73764,0.515,0.22263999999999995,0.0,F1
2024-02-05 15:00:00+01:00,0.889,0.084,0.973,0.15725999999999998,0.15725999999999998,0.0,0.81574,F1
2024-02-05 16:00:00+01:00,0.109,0.09,0.199,0.0,0.0,0.0,0.199,F1
2024-02-05 17:00:00+01:00,0.332,0.068,0.4,0.0,0.0,0.0,0.4,F1
2024-02-05 18:00:00+01:00,0.18,0.087,0.267,0.0,0.0,0.0,0.267,F1
2024-02-05 19:00:00+01:00,0.168,0.06,0.228,0.0,0.0,0.0,0.228,F2
2024-02-05 20:00:00+01:00,0.317,0.09,0.407,0.0,0.0,0.0,0.407,F2
2024-02-05 21:00:00+01:00,0.321,0.456,0.777,0.0,0.0,0.0,0.777,F2
2024-02-05 22:00:00+01:00,0.336,0.113,0.449,0.0,0.0,0.0,0.449,F2
2024-02-05 23:00:00+01:00,0.138,0.092,0.23,0.0,0.0,0.0,0.23,F3
2024-02-06 00:00:00+01:00,0.177,0.091,0.268,0.0,0.0,0.0,0.268,F3
2024-02-06 01:00:00+01:00,0.176,0.078,0.254,0.0,0.0,0.0,0.254,F3
2024-02-06 02:00:00+01:00,0.114,0.057,0.171,0.0,0.0,0.0,0.171,F3
2024-02-06 03:00:00+01:00,0.089,0.052,0.141,0.0,0.0,0.0,0.141,F3
2024-02-06 04:00:00+01:00,0.086,0.058,0.144,0.0,0.0,0.0,0.144,F3
2024-02-06 05:00:00+01:00,0.067,0.061,0.128,0.0,0.0,0.0,0.128,F3
2024-02-06 06:00:00+01:00,0.209,0.09,0.299,0.0,0.0,0.0,0.299,F3
2024-02-06 07:00:00+01:00,0.676,0.334,1.01,0.0,0.0,0.0,1.01,F2
2024-02-06 08:00:00+01:00,0.884,0.568,1.452,2.12388,1.452,0.6718800000000003,0.0,F1
2024-02-06 09:00:00+01:00,0.132,0.616,0.748,3.2248200000000002,0.748,2.47682,0.0,F1
2024-02-06 10:00:00+01:00,0.064,0.183,0.247,3.94038,0.247,3.6933800000000003,0.0,F1
2024-02-06 11:00:00+01:00,0.065,0.08,0.145,2.77662,0.145,2.63162,0.0,F1
2024-02-06 12:00:00+01:00,0.142,0.064,0.206,0.8431799999999999,0.206,0.63718,0.0,F1
2024-02-06 13:00:00+01:00,0.197,0.1,0.297,2.17788,0.297,1.88088,0.0,F1
2024-02-06 14:00:00+01:00,0.252,0.108,0.36,1.5351,0.36,1.1751,0.0,F1
2024-02-06 15:00:00+01:00,0.21,0.083,0.293,1.76394,0.293,1.4709400000000001,0.0,F1
2024-02-06 16:00:00+01:00,0.221,1.223,1.444,0.00414,0.00414,0.0,1.43986,F1
2024-02-06 17:00:00+01:00,0.174,0.78,0.954,0.0,0.0,0.0,0.954,F1
2024-02-06 18:00:00+01:00,0.186,0.23,0.416,0.0,0.0,0.0,0.416,F1
2024-02-06 19:00:00+01:00,0.259,0.225,0.484,0.0,0.0,0.0,0.484,F2
2024-02-06 20:00:00+01:00,0.387,0.106,0.493,0.0,0.0,0.0,0.493,F2
2024-02-06 21:00:00+01:00,1.267,0.38,1.647,0.0,0.0,0.0,1.647,F2
2024-02-06 22:00:00+01:00,0.729,0.122,0.851,0.0,0.0,0.0,0.851,F2
2024-02-06 23:00:00+01:00,0.204,0.068,0.272,0.0,0.0,0.0,0.272,F3
2024-02-07 00:00:00+01:00,0.23,0.061,0.291,0.0,0.0,0.0,0.291,F3
2024-02-07 01:00:00+01:00,0.097,0.063,0.16,0.0,0.0,0.0,0.16,F3
2024-02-07 02:00:00+01:00,0.146,0.054,0.2,0.0,0.0,0.0,0.2,F3
2024-02-07 03:00:00+01:00,0.186,0.067,0.253,0.0,0.0,0.0,0.253,F3
2024-02-07 04:00:00+01:00,0.179,0.062,0.241,0.0,0.0,0.0,0.241,F3
2024-02-07 05:00:00+01:00,0.086,0.057,0.143,0.0,0.0,0.0,0.143,F3
2024-02-07 06:00:00+01:00,0.179,0.105,0.284,0.0,0.0,0.0,0.284,F3
2024-02-07 07:00:00+01:00,0.153,0.06,0.213,1.03158,0.213,0.81858,0.0,F2
2024-02-07 08:00:00+01:00,0.077,0.057,0.134,2.4555599999999997,0.134,2.32156,0.0,F1
2024-02-07 09:00:00+01:00,0.156,0.051,0.207,3.35832,0.207,3.15132,0.0,F1
2024-02-07 10:00:00+01:00,0.234,0.065,0.299,4.01412,0.299,3.71512,0.0,F1
2024-02-07 11:00:00+01:00,0.162,0.057,0.219,4.14852,0.219,3.9295200000000006,0.0,F1
2024-02-07 12:00:00+01:00,0.105,0.076,0.181,4.05804,0.181,3.87704,0.0,F1
2024-02-07 13:00:00+01:00,0.117,0.071,0.188,3.6447,0.188,3.4566999999999997,0.0,F1
2024-02-07 14:00:00+01:00,0.155,0.099,0.254,2.9976,0.254,2.7436,0.0,F1
2024-02-07 15:00:00+01:00,0.185,0.059,0.244,1.92762,0.244,1.68362,0.0,F1
2024-02-07 16:00:00+01:00,0.282,0.056,0.338,0.00414,0.00414,0.0,0.33386000000000005,F1
2024-02-07 17:00:00+01:00,0.206,0.218,0.424,0.0,0.0,0.0,0.424,F1
2024-02-07 18:00:00+01:00,0.402,0.102,0.504,0.0,0.0,0.0,0.504,F1
2024-02-07 19:00:00+01:00,0.656,0.077,0.733,0.0,0.0,0.0,0.733,F2
2024-02-07 20:00:00+01:00,0.412,0.093,0.505,0.0,0.0,0.0,0.505,F2
2024-02-07 21:00:00+01:00,0.543,0.092,0.635,0.0,0.0,0.0,0.635,F2
2024-02-07 22:00:00+01:00,0.293,0.115,0.408,0.0,0.0,0.0,0.408,F2
2024-02-07 23:00:00+01:00,0.22,0.092,0.312,0.0,0.0,0.0,0.312,F3
2024-02-08 00:00:00+01:00,0.212,0.084,0.296,0.0,0.0,0.0,0.296,F3
2024-02-08 01:00:00+01:00,0.161,0.067,0.228,0.0,0.0,0.0,0.228,F3
2024-02-08 02:00:00+01:00,0.083,0.055,0.138,0.0,0.0,0.0,0.138,F3
2024-02-08 03:00:00+01:00,0.089,0.06,0.149,0.0,0.0,0.0,0.149,F3
2024-02-08 04:00:00+01:00,0.081,0.05,0.131,0.0,0.0,0.0,0.131,F3
2024-02-08 05:00:00+01:00,0.075,0.055,0.13,0.0,0.0,0.0,0.13,F3
2024-02-08 06:00:00+01:00,0.251,0.092,0.343,0.0,0.0,0.0,0.343,F3
2024-02-08 07:00:00+01:00,0.287,0.074,0.361,1.0557,0.361,0.6947000000000001,0.0,F2
2024-02-08 08:00:00+01:00,0.151,0.06,0.211,2.4078000000000004,0.211,2.1968000000000005,0.0,F1
2024-02-08 09:00:00+01:00,0.162,0.053,0.215,3.4503600000000003,0.215,3.2353600000000005,0.0,F1
2024-02-08 10:00:00+01:00,0.18,0.047,0.227,4.12992,0.227,3.9029200000000004,0.0,F1
2024-02-08 11:00:00+01:00,0.128,0.07,0.198,4.3803,0.198,4.1823,0.0,F1
2024-02-08 12:00:00+01:00,0.146,0.067,0.213,4.25082,0.213,4.03782,0.0,F1
2024-02-08 13:00:00+01:00,0.235,0.082,0.317,3.90618,0.317,3.58918,0.0,F1
2024-02-08 14:00:00+01:00,0.965,0.148,1.113,3.0772199999999996,1.113,1.9642199999999996,0.0,F1
2024-02-08 15:00:00+01:00,0.733,0.076,0.809,1.99902,0.809,1.19002,0.0,F1
2024-02-08 16:00:00+01:00,0.48,0.182,0.662,0.00936,0.00936,0.0,0.65264,F1
2024-02-08 17:00:00+01:00,0.197,0.079,0.276,0.0,0.0,0.0,0.276,F1
2024-02-08 18:00:00+01:00,0.37,0.095,0.465,0.0,0.0,0.0,0.465,F1
2024-02-08 19:00:00+01:00,0.682,0.062,0.744,0.0,0.0,0.0,0.744,F2
2024-02-08 20:00:00+01:00,0.375,0.331,0.706,0.0,0.0,0.0,0.706,F2
2024-02-08 21:00:00+01:00,0.359,0.119,0.478,0.0,0.0,0.0,0.478,F2
2024-02-08 22:00:00+01:00,0.276,0.106,0.382,0.0,0.0,0.0,0.382,F2
2024-02-08 23:00:00+01:00,0.119,0.073,0.192,0.0,0.0,0.0,0.192,F3
2024-02-09 00:00:00+01:00,0.133,0.061,0.194,0.0,0.0,0.0,0.194,F3
2024-02-09 01:00:00+01:00,0.159,0.064,0.223,0.0,0.0,0.0,0.223,F3
2024-02-09 02:00:00+01:00,0.222,0.051,0.273,0.0,0.0,0.0,0.273,F3
2024-02-09 03:00:00+01:00,0.23,0.059,0.289,0.0,0.0,0.0,0.289,F3
2024-02-09 04:00:00+01:00,0.192,0.063,0.255,0.0,0.0,0.0,0.255,F3
2024-02-09 05:00:00+01:00,0.105,0.06,0.165,0.0,0.0,0.0,0.165,F3
2024-02-09 06:00:00+01:00,0.205,0.089,0.294,0.0,0.0,0.0,0.294,F3
2024-02-09 07:00:00+01:00,0.201,0.109,0.31,1.0715999999999999,0.31,0.7615999999999998,0.0,F2
2024-02-09 08:00:00+01:00,0.198,0.084,0.282,2.4889200000000002,0.282,2.20692,0.0,F1
2024-02-09 09:00:00+01:00,0.28,0.046,0.326,3.46044,0.326,3.13444,0.0,F1
2024-02-09 10:00:00+01:00,0.27,0.052,0.322,4.12896,0.322,3.80696,0.0,F1
2024-02-09 11:00:00+01:00,0.291,0.065,0.356,4.271520000000001,0.356,3.9155200000000008,0.0,F1
2024-02-09 12:00:00+01:00,0.176,0.079,0.255,4.2869399999999995,0.255,4.03194,0.0,F1
2024-02-09 13:00:00+01:00,0.642,0.072,0.714,3.85818,0.714,3.14418,0.0,F1
2024-02-09 14:00:00+01:00,0.946,0.117,1.063,3.1277399999999997,1.063,2.0647399999999996,0.0,F1
2024-02-09 15:00:00+01:00,0.917,0.067,0.984,1.9876800000000001,0.984,1.0036800000000001,0.0,F1
2024-02-09 16:00:00+01:00,0.437,0.08,0.517,0.033960000000000004,0.033960000000000004,0.0,0.48304,F1
2024-02-09 17:00:00+01:00,1.021,0.096,1.117,0.0,0.0,0.0,1.117,F1
2024-02-09 18:00:00+01:00,0.323,0.094,0.417,0.0,0.0,0.0,0.417,F1
2024-02-09 19:00:00+01:00,0.517,0.063,0.58,0.0,0.0,0.0,0.58,F2
2024-02-09 20:00:00+01:00,0.453,0.062,0.515,0.0,0.0,0.0,0.515,F2
2024-02-09 21:00:00+01:00,0.264,0.049,0.313,0.0,0.0,0.0,0.313,F2
2024-02-09 22:00:00+01:00,0.25,0.058,0.308,0.0,0.0,0.0,0.308,F2
2024-02-09 23:00:00+01:00,0.227,0.059,0.286,0.0,0.0,0.0,0.286,F3
2024-02-10 00:00:00+01:00,0.239,0.071,0.31,0.0,0.0,0.0,0.31,F3
2024-02-10 01:00:00+01:00,0.121,0.086,0.207,0.0,0.0,0.0,0.207,F3
2024-02-10 02:00:00+01:00,0.081,0.063,0.144,0.0,0.0,0.0,0.144,F3
2024-02-10 03:00:00+01:00,0.083,0.063,0.146,0.0,0.0,0.0,0.146,F3
2024-02-10 04:00:00+01:00,0.128,0.049,0.177,0.0,0.0,0.0,0.177,F3
2024-02-10 05:00:00+01:00,0.163,0.054,0.217,0.0,0.0,0.0,0.217,F3
2024-02-10 06:00:00+01:00,0.274,0.071,0.345,0.0,0.0,0.0,0.345,F3
2024-02-10 07:00:00+01:00,0.211,0.26,0.471,1.1632799999999999,0.471,0.6922799999999999,0.0,F2
2024-02-10 08:00:00+01:00,0.133,0.646,0.779,2.5458000000000003,0.779,1.7668000000000004,0.0,F2
2024-02-10 09:00:00+01:00,0.249,0.544,0.793,3.4857,0.793,2.6927,0.0,F2
2024-02-10 10:00:00+01:00,1.335,0.5,1.835,4.1283,1.835,2.2933000000000003,0.0,F2
2024-02-10 11:00:00+01:00,0.326,0.5,0.826,4.33944,0.826,3.5134399999999997,0.0,F2
2024-02-10 12:00:00+01:00,0.198,0.21,0.408,4.25658,0.408,3.8485799999999997,0.0,F2
2024-02-10 13:00:00+01:00,0.18,1.124,1.304,3.80388,1.304,2.49988,0.0,F2
2024-02-10 14:00:00+01:00,0.258,0.198,0.456,3.1573200000000003,0.456,2.7013200000000004,0.0,F2
2024-02-10 15:00:00+01:00,0.244,0.2,0.444,2.0268,0.444,1.5828000000000002,0.0,F2
2024-02-10 16:00:00+01:00,0.976,0.235,1.211,0.039479999999999994,0.039479999999999994,0.0,1.1715200000000001,F2
2024-02-10 17:00:00+01:00,0.482,0.427,0.909,0.0,0.0,0.0,0.909,F2
2024-02-10 18:00:00+01:00,0.216,0.548,0.764,0.0,0.0,0.0,0.764,F2
2024-02-10 19:00:00+01:00,0.134,0.48,0.614,0.0,0.0,0.0,0.614,F2
2024-02-10 20:00:00+01:00,0.247,0.971,1.218,0.0,0.0,0.0,1.218,F2
2024-02-10 21:00:00+01:00,0.268,0.616,0.884,0.0,0.0,0.0,0.884,F2
2024-02-10 22:00:00+01:00,0.251,0.161,0.412,0.0,0.0,0.0,0.412,F2
2024-02-10 23:00:00+01:00,0.142,0.115,0.257,0.0,0.0,0.0,0.257,F3
2024-02-11 00:00:00+01:00,0.177,0.162,0.339,0.0,0.0,0.0,0.339,F3
2024-02-11 01:00:00+01:00,0.183,0.073,0.256,0.0,0.0,0.0,0.256,F3
2024-02-11 02:00:00+01:00,0.099,0.06,0.159,0.0,0.0,0.0,0.159,F3
2024-02-11 03:00:00+01:00,0.081,0.061,0.142,0.0,0.0,0.0,0.142,F3
2024-02-11 04:00:00+01:00,0.124,0.053,0.177,0.0,0.0,0.0,0.177,F3
2024-02-11 05:00:00+01:00,0.161,0.059,0.22,0.0,0.0,0.0,0.22,F3
2024-02-11 06:00:00+01:00,0.076,0.074,0.15,0.0,0.0,0.0,0.15,F3
2024-02-11 07:00:00+01:00,0.18,0.164,0.344,1.1574,0.344,0.8134,0.0,F3
2024-02-11 08:00:00+01:00,0.696,0.745,1.441,2.44428,1.441,1.00328,0.0,F3
2024-02-11 09:00:00+01:00,0.352,0.704,1.056,3.36204,1.056,2.30604,0.0,F3
2024-02-11 10:00:00+01:00,0.127,0.505,0.632,3.9669,0.632,3.3348999999999998,0.0,F3
2024-02-11 11:00:00+01:00,0.13,0.815,0.945,3.52512,0.945,2.58012,0.0,F3
2024-02-11 12:00:00+01:00,0.531,0.849,1.38,4.160220000000001,1.38,2.780220000000001,0.0,F3
2024-02-11 13:00:00+01:00,0.312,0.184,0.496,1.95708,0.496,1.46108,0.0,F3
2024-02-11 14:00:00+01:00,0.161,0.601,0.762,3.3174,0.762,2.5554,0.0,F3
2024-02-11 15:00:00+01:00,0.192,0.601,0.793,1.3692,0.793,0.5761999999999999,0.0,F3
2024-02-11 16:00:00+01:00,0.173,0.517,0.69,0.0378,0.0378,0.0,0.6521999999999999,F3
2024-02-11 17:00:00+01:00,0.154,0.231,0.385,0.0,0.0,0.0,0.385,F3
2024-02-11 18:00:00+01:00,0.181,0.069,0.25,0.0,0.0,0.0,0.25,F3
2024-02-11 19:00:00+01:00,0.385,0.077,0.462,0.0,0.0,0.0,0.462,F3
2024-02-11 20:00:00+01:00,0.477,0.078,0.555,0.0,0.0,0.0,0.555,F3
2024-02-11 21:00:00+01:00,1.255,0.075,1.33,0.0,0.0,0.0,1.33,F3
2024-02-11 22:00:00+01:00,1.045,0.057,1.102,0.0,0.0,0.0,1.102,F3
2024-02-11 23:00:00+01:00,0.291,0.057,0.348,0.0,0.0,0.0,0.348,F3
2024-02-12 00:00:00+01:00,0.182,0.066,0.248,0.0,0.0,0.0,0.248,F3
2024-02-12 01:00:00+01:00,0.131,0.072,0.203,0.0,0.0,0.0,0.203,F3
2024-02-12 02:00:00+01:00,0.184,0.061,0.245,0.0,0.0,0.0,0.245,F3
2024-02-12 03:00:00+01:00,0.13,0.069,0.199,0.0,0.0,0.0,0.199,F3
2024-02-12 04:00:00+01:00,0.078,0.054,0.132,0.0,0.0,0.0,0.132,F3
2024-02-12 05:00:00+01:00,0.126,0.061,0.187,0.0,0.0,0.0,0.187,F3
2024-02-12 06:00:00+01:00,0.265,0.055,0.32,0.0,0.0,0.0,0.32,F3
2024-02-12 07:00:00+01:00,0.182,0.077,0.259,1.06092,0.259,0.8019200000000001,0.0,F2
2024-02-12 08:00:00+01:00,0.059,0.094,0.153,2.4948,0.153,2.3418,0.0,F1
2024-02-12 09:00:00+01:00,0.156,0.077,0.233,3.37806,0.233,3.14506,0.0,F1
2024-02-12 10:00:00+01:00,0.152,0.077,0.229,3.9372,0.229,3.7081999999999997,0.0,F1
2024-02-12 11:00:00+01:00,0.937,0.053,0.99,4.11078,0.99,3.12078,0.0,F1
2024-02-12 12:00:00+01:00,0.993,0.059,1.052,4.047,1.052,2.9949999999999997,0.0,F1
2024-02-12 13:00:00+01:00,0.809,0.086,0.895,3.70602,0.895,2.81102,0.0,F1
